,Unnamed: 0,id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
43,43,1389,Jorginho,28,2022,7,6.972690678201616,1,1.954869382083416,14,24,2,0,M S,Chelsea,0,0.1222453294321894,11.3837304757908,10.87897537369281
44,44,2381,Rodrigo,26,1285,7,5.755642192438245,2,3.200529370456934,46,31,3,0,F M S,Leeds,7,5.755642192438245,10.81597439199686,4.3486531134694815
45,45,6026,Richarlison,33,2803,7,10.427271598950028,3,3.3947611711919308,78,25,3,1,F M S,Everton,6,9.666102761402726,15.678682796657084,5.174452861770988
46,46,6441,Ferrán Torres,23,1291,7,5.728707629255951,2,2.202425992116332,36,18,1,0,F M S,Manchester City,7,5.728707629255951,9.768890779465435,2.724256752058864
47,47,7490,Mason Greenwood,31,1825,7,6.975748036056757,2,2.4278998095542192,67,14,2,0,F M S,Manchester United,7,6.975748036056757,14.031832756474614,5.954058945178986
48,48,7711,David McGoldrick,34,2319,7,7.383083622902632,1,1.050453633069992,65,16,7,0,F M S,Sheffield United,7,7.383083622902632,9.68200909346342,3.187531740404665
49,49,65,Timo Werner,35,2605,6,13.432795586064458,8,6.66727664321661,80,36,2,0,F M S,Chelsea,6,13.432795586064458,20.533462934195995,5.242121719755232
50,50,501,Danny Welbeck,24,1551,6,7.380381532013416,1,3.231366850435734,35,22,0,0,F M S,Brighton,6,6.6192494705319405,10.265666516497731,1.476512636989355
51,51,675,Jack Grealish,26,2187,6,5.192683823406696,10,9.334136627614498,50,81,5,0,F M S,Aston Villa,6,5.192683823406696,17.48746880888939,6.972043983638287
52,52,702,Tammy Abraham,22,1027,6,6.189150683581829,1,0.7214874606579542,32,9,0,0,F S,Chelsea,6,6.189150683581829,7.9011704083532095,2.1223282255232334
53,53,714,Gylfi Sigurdsson,35,2189,6,5.62011415604502,5,4.763620866462588,46,43,2,0,F M S,Everton,3,3.3366075986996293,8.377620616927743,3.660514172166586
54,54,2249,James Rodríguez,23,1802,6,3.3635378424078226,4,5.439711567014456,37,40,4,0,F M S,Everton,6,3.3635378424078226,12.033004865050316,7.104181377217174
55,55,5956,Youri Tielemans,38,3359,6,4.168203926645219,4,3.312251338735223,48,49,6,0,M S,Leicester,4,2.64586631115526,18.97534204274416,14.94546852633357
56,56,7768,Mason Mount,36,2891,6,6.884880336001515,5,9.847691355273128,82,87,2,0,F M S,Chelsea,5,6.123711509630084,21.69607448298484,12.443149040453136
57,57,8026,Raphinha,30,2369,6,6.219142843037844,9,9.524860586971045,67,65,3,0,M S,Leeds,6,6.219142843037844,16.792777836322784,6.679691860452294
58,58,447,Kevin De Bruyne,24,1918,5,9.908439546823502,11,10.00376264937222,79,72,1,0,M S,Manchester City,3,7.624932937324047,21.079131573438644,10.636447556316853
59,59,935,Kurt Zouma,24,2024,5,3.136853445321321,0,0.0814669709652662,27,4,3,0,D S,Chelsea,5,3.136853445321321,6.216146335937083,6.133133308030665
60,60,4476,Callum Robinson,28,1580,5,3.2030633985996246,0,1.0499632060527802,31,16,0,0,F M S,West Bromwich Albion,5,3.2030633985996246,5.2165407538414,1.5963355377316475
61,61,6048,Lewis Dunk,32,2844,5,2.6992577090859413,0,0.830638368614018,31,10,5,2,D,Brighton,5,2.6992577090859413,8.265677943825722,7.870708651840687
62,62,6382,Pedro Neto,31,2570,5,5.494995640590787,6,5.738268097862601,62,61,4,0,F M S,Wolverhampton Wanderers,5,5.494995640590787,11.516661681234837,4.206935252994299
63,63,6827,Bobby Reid,33,2394,5,4.269851532764733,2,1.3097007106989622,34,14,7,0,D F M S,Fulham,5,4.269851532764733,8.202645358629525,3.1313844807446003
64,64,6853,Rúben Neves,35,2591,5,4.715056136250496,1,2.002833073027432,65,32,7,0,M S,Wolverhampton Wanderers,2,2.4315496180206537,6.769231723621488,4.476360370405018
65,65,7322,Bukayo Saka,31,2561,5,7.169173587113619,3,4.511790654622018,61,38,1,0,D F M S,Arsenal,5,7.169173587113619,18.29246639087796,9.180439569987357
66,66,7698,Leandro Trossard,34,2601,5,5.412756389006972,5,5.398416234180331,58,51,2,0,F M S,Brighton,5,5.412756389006972,15.99893451668322,7.631562136113644
67,67,87,Joelinton,31,2006,4,5.631002204492688,2,2.366481453180313,43,17,3,0,F M S,Newcastle United,3,4.869833366945386,9.268310604617,3.284957649186253
68,68,502,Olivier Giroud,17,750,4,5.070415806025267,0,1.1757991276681423,29,6,1,0,F S,Chelsea,4,5.070415806025267,5.245491370558739,1.7113372217863798
69,69,553,Anthony Martial,22,1494,4,7.405651165172458,3,2.6198029601946478,42,17,0,1,F M S,Manchester United,4,7.405651165172458,11.814813017845154,3.3195053301751614
70,70,586,John Stones,21,1843,4,2.3939535319805145,0,0.04683952126652,14,2,0,1,D,Manchester City,4,2.3939535319805145,9.842463970184326,9.74279487133026
71,71,2662,Christian Pulisic,27,1739,4,6.775412477552891,2,2.761232169345021,43,25,2,0,F M S,Chelsea,4,6.775412477552891,14.59385794773698,7.101119593717158
72,72,4105,Raúl Jiménez,10,824,4,2.360909685492516,0,0.6329625025391579,26,6,0,0,F,Wolverhampton Wanderers,4,2.360909685492516,3.684076260775328,1.2332111839205029
73,73,4381,Mateusz Klich,35,2404,4,2.999958790373057,5,3.650850465521216,36,44,6,0,M S,Leeds,2,1.4776211227290332,14.60811685398221,10.386438000015914
74,74,5220,Kai Havertz,27,1523,4,6.352183712646365,3,1.553381915204227,33,18,2,0,F M S,Chelsea,4,6.352183712646365,10.382943627424538,4.811911249533296
75,75,5556,Ademola Lookman,34,2765,4,6.251116008497775,4,5.25840737298131,69,61,5,0,F M S,Fulham,4,5.48994714114815,15.35522010177374,7.334159415215254
76,76,5560,Scott McTominay,32,2121,4,1.847744004800916,1,2.11461328715086,26,17,3,0,M S,Manchester United,4,1.847744004800916,10.912294186651708,7.904809940606356
77,77,6893,Stuart Armstrong,32,2701,4,2.5625904174521565,5,2.51805778965354,51,33,3,0,M S,Southampton,4,2.5625904174521565,9.479516074061394,6.250183904543519
78,78,7420,Miguel Almirón,34,2458,4,3.509381879121065,1,3.1359253535047174,33,31,3,0,F M S,Newcastle United,4,3.509381879121065,9.295024225488303,3.899067119695246
79,79,8706,Eberechi Eze,34,2570,4,2.494572142139077,6,3.741961938329041,37,42,3,0,M S,Crystal Palace,4,2.494572142139077,7.996477495878935,3.959954559803009
80,80,8778,Fabio Silva,31,1251,4,5.958538793027401,2,1.0354305505752563,45,10,2,0,F S,Wolverhampton Wanderers,3,5.197369962930679,4.897674456238747,1.0702383313328028
81,81,101,Allan Saint-Maximin,25,1578,3,2.825913108885288,4,4.013324308209121,30,29,0,0,F M S,Newcastle United,3,2.825913108885288,10.59472032263875,4.22400295548141
82,82,111,Jannik Vestergaard,29,2481,3,2.0269474890083075,0,0.7408252637833357,22,7,3,1,D S,Southampton,3,2.0269474890083075,5.853648511692882,5.7788641303777695
83,83,239,Pascal Groß,33,2379,3,5.010525770485401,8,5.368290125392377,32,69,3,0,D M S,Brighton,0,1.9658871926367285,10.404419407248495,6.732295144349337
84,84,503,Theo Walcott,22,1660,3,2.280676642432809,3,1.2631027586758137,29,17,0,0,F M S,"Everton,Southampton",3,2.280676642432809,5.551979407668114,2.233550108969212
85,85,528,Angelo Ogbonna,27,2403,3,1.6960736466571689,0,0.4284707475453615,13,4,5,0,D,West Ham,3,1.6960736466571689,3.929544437676668,3.707049492746592
86,86,592,Ross Barkley,26,1574,3,3.6999339712783694,1,4.31900261156261,39,40,0,0,M S,"Aston Villa,Chelsea",3,3.6999339712783694,9.896902839653194,3.7172514870762825
87,87,669,Ashley Westwood,37,3322,3,1.0059903170913458,3,6.3520893305540085,19,49,7,0,M,Burnley,3,1.0059903170913458,10.010638365522029,6.2872747303918
88,88,773,Aleksandar Mitrovic,27,1369,3,5.677362998947501,3,2.924711154773832,59,23,3,0,F S,Fulham,2,4.155025308951736,7.808299113065004,1.8494821228086948
89,89,782,Ben Chilwell,27,2296,3,2.984890399500728,5,2.455677840858698,27,30,3,0,D M,Chelsea,3,2.984890399500728,11.330961346626282,8.155131921172142
90,90,804,Craig Dawson,21,1835,3,2.6924522039480507,0,0.0544682964682579,15,2,3,1,D,West Ham,3,2.6924522039480507,2.9267580080777407,2.9267580080777407
91,91,964,Kyle Bartley,30,2581,3,2.6014003232121468,1,0.7599650248885155,14,7,4,0,D S,West Bromwich Albion,3,2.6014003232121468,2.48464941047132,1.4993401113897562
92,92,1017,Matej Vydra,27,1322,3,5.373272832483053,2,2.118340734392405,35,14,0,0,F S,Burnley,3,5.373272832483053,6.425857454538345,1.0472040101885796
93,93,1653,Michael Keane,34,2896,3,1.5046916585415602,1,1.0852528270334003,16,7,4,0,D S,Everton,3,1.5046916585415602,6.840392814949155,6.564230026677251
94,94,1740,Paul Pogba,26,1893,3,2.9882028456777334,3,2.066863002255559,31,24,3,0,M S,Manchester United,3,2.9882028456777334,11.6914734095335,7.444205395877361
95,95,2335,Pablo Fornals,32,2513,3,5.854254933074117,3,2.0546394819393754,46,28,3,0,F M S,West Ham,3,5.854254933074117,14.868230648338796,8.320599706843495
96,96,3293,Lucas Moura,30,1392,3,1.9466326590627432,4,2.0640352852642536,18,16,1,0,F M S,Tottenham,3,1.9466326590627432,7.51403795927763,5.200064562261105
97,97,3428,Hélder Costa,22,1152,3,2.598154854029417,3,0.6283337883651257,16,7,0,0,M S,Leeds,3,2.598154854029417,4.516011323779821,2.2073262743651867
98,98,3491,Romain Saiss,26,2319,3,3.099967914633453,0,0.648439958691597,27,4,2,0,D,Wolverhampton Wanderers,3,3.099967914633453,4.53897300362587,3.720982971601188
99,99,3683,Ivan Cavaleiro,36,2477,3,5.548666689544916,0,2.68047393579036,47,42,2,0,D F M S,Fulham,2,4.026328969746828,8.240886438637972,2.856730101630092
100,100,4422,Ashley Barnes,21,1341,3,3.874066237360239,0,0.8005475150421262,38,19,4,0,F M S,Burnley,2,3.1128973700106144,4.19031529314816,1.1986291762441397
101,101,5587,Josh Maja,15,809,3,4.918053388595581,0,0.7428302690386772,21,7,0,0,F S,Fulham,2,4.156884551048279,4.449021197855473,0.6455439738929272
102,102,5595,Daniel James,14,830,3,1.943296812474728,0,0.7408441361039877,16,7,3,0,M S,Manchester United,3,1.943296812474728,4.284207716584206,1.735916318371892
103,103,5962,Tanguy NDombele Alvaro,33,2141,3,1.5304815424606204,2,2.1263335961848497,18,14,3,0,M S,Tottenham,3,1.5304815424606204,10.934965118765833,8.005785129964352
104,104,6144,Sébastien Haller,16,933,3,2.554668180644512,0,1.134867813438177,25,10,0,0,F S,West Ham,3,2.554668180644512,3.66033024340868,0.8529489319771528
105,105,7712,Billy Sharp,16,723,3,2.983076898381114,0,0.5832782126963139,9,4,1,0,F S,Sheffield United,1,1.4607392232865095,2.650699468329549,0.6648953501135111
106,106,7723,John McGinn,37,3330,3,2.166595253162086,5,3.5017576599493623,45,42,12,0,M,Aston Villa,3,2.166595253162086,14.868267310783269,9.945619264617562
107,107,8239,Takumi Minamino,18,941,3,2.557263044640422,0,0.7625150121748447,18,4,1,0,F M S,"Liverpool,Southampton",3,2.557263044640422,5.954795576632023,2.767797449603677
108,108,8291,Daniel Podence,24,1718,3,2.744377875700593,2,1.8394327834248545,32,21,3,0,F M S,Wolverhampton Wanderers,3,2.744377875700593,6.725102685391903,2.910881344228983
109,109,9290,Mbaye Diagne,16,1205,3,6.247825153172016,2,0.9861007407307624,25,10,2,0,F S,West Bromwich Albion,3,6.247825153172016,8.729950740933418,1.773010155186057
110,110,343,Pierre-Emile Højbjerg,38,3420,2,1.1379272593185306,4,1.7558950493112206,14,16,9,0,M,Tottenham,2,1.1379272593185306,16.20580850355327,14.680379221215844
111,111,619,Sergio Agüero,11,533,2,3.0022155456244946,1,1.315659787505865,15,7,0,0,F M S,Manchester City,1,1.4798778621479869,3.3636604510247707,1.1454504542052746
112,112,725,Ola Aina,31,2683,2,0.8479764661751688,1,1.5527279656380415,14,15,3,0,D M,Fulham,2,0.8479764661751688,6.773145352024585,6.1204672530293465
113,113,757,Jeffrey Schlupp,27,1424,2,2.0151155441999435,3,2.5725825037807226,18,18,3,0,M S,Crystal Palace,2,2.0151155441999435,5.158029245212674,3.4669567365199327
114,114,766,Jamaal Lascelles,19,1633,2,0.7653548326343298,0,0.0668827779591083,16,2,4,0,D,Newcastle United,2,0.7653548326343298,2.606449857354164,2.349907726049423
115,115,770,Ayoze Pérez,25,1326,2,4.0365753173828125,1,1.2486064918339252,31,23,2,0,F M S,Leicester,2,4.0365753173828125,9.872759373858573,6.759955797344446
116,116,771,Georginio Wijnaldum,38,2961,2,2.817426797002554,0,1.6629218505695462,31,21,1,0,M S,Liverpool,2,2.817426797002554,13.922181812115014,10.476276839151978
117,117,790,Nathan Redmond,28,1628,2,3.793102962896228,3,2.987433794885874,44,22,1,0,F M S,Southampton,2,3.793102962896228,8.591277278959751,3.182593114674092
118,118,807,Jonny Evans,28,2483,2,1.8557127667590976,2,0.5386310797184706,8,10,7,0,D,Leicester,2,1.8557127667590976,8.730609510093927,7.94296670332551
119,119,900,Adama Traoré,36,2604,2,1.9952622447162869,2,5.228081337176263,41,54,4,0,D F M S,Wolverhampton Wanderers,2,1.9952622447162869,9.37314157281071,3.006398070603609
120,120,1024,Tyrone Mings,36,3194,2,2.0616126153618097,2,0.376271465793252,19,7,4,1,D,Aston Villa,2,2.0616126153618097,6.932438758201897,6.708538291044533
121,121,1621,Marcos Alonso,13,962,2,1.8240782842040064,0,1.7216993779875338,22,15,2,0,D S,Chelsea,2,1.8240782842040064,4.643395733088255,2.536423623561859
122,122,1654,Ben Mee,30,2695,2,1.6194155449047685,0,0.8052035262808204,22,7,3,0,D,Burnley,2,1.6194155449047685,2.1182815926149487,2.01590633392334
123,123,1663,Johann Berg Gudmundsson,21,1279,2,1.5160467196255922,0,0.9595043435692788,18,10,2,0,M S,Burnley,2,1.5160467196255922,3.5963619016110897,1.3255044473335147
124,124,1678,Michy Batshuayi,18,706,2,1.3631451642140746,1,1.6547212526202202,12,9,0,0,F S,Crystal Palace,2,1.3631451642140746,3.708006873726845,1.4757320675998926
125,125,1687,Harry Maguire,34,3049,2,1.4843367198482156,1,0.2909430041909218,36,7,11,0,D,Manchester United,2,1.4843367198482156,13.127003896981478,13.0183471031487
126,126,1726,Abdoulaye Doucouré,28,2409,2,2.3695230297744274,3,2.381616309285164,18,20,6,0,M,Everton,2,2.3695230297744274,10.355722408741713,6.7339899726212025
127,127,1737,Matt Phillips,33,1823,2,2.9235169077292085,1,3.245671344920993,22,25,1,0,M S,West Bromwich Albion,2,2.9235169077292085,7.040551715530455,2.6132307648658752
128,128,1738,Hal Robson-Kanu,19,522,2,1.4960813112556934,0,0.2434501945972442,13,5,2,0,F S,West Bromwich Albion,2,1.4960813112556934,2.264205154031515,0.6344092078506947
129,129,1746,Jeff Hendrick,22,1436,2,1.107993796467781,1,1.4332300974056125,10,6,1,1,M S,Newcastle United,2,1.107993796467781,3.6056416034698486,1.3866964289918542
130,130,1791,Trent Alexander-Arnold,36,3040,2,2.593059630133212,7,8.576367635279894,55,77,2,0,D S,Liverpool,2,2.593059630133212,23.10788096860051,17.6489075710997
131,131,2379,João Cancelo,28,2309,2,1.8656360246241093,3,5.177640126086772,35,45,5,1,D M S,Manchester City,2,1.8656360246241093,18.105726182460785,14.480545476078987
132,132,2496,Rodri,33,2719,2,2.538603558205068,2,2.3353825602680445,31,33,6,0,M S,Manchester City,1,1.7774347001686692,20.214504577219486,18.323005951941013
133,133,3203,Issa Diop,17,1378,2,0.9535309672355652,0,0.0177795812487602,3,1,3,0,D S,West Ham,2,0.9535309672355652,2.147920772433281,1.8317234739661217
134,134,3288,Thiago Silva,23,1938,2,1.3205454014241695,0,0.2914941646158695,13,5,3,1,D,Chelsea,2,1.3205454014241695,7.84285775385797,7.636919112876058
135,135,3389,Benjamin Mendy,13,955,2,0.3341408912092447,1,0.301439743489027,6,5,2,0,D M S,Manchester City,2,0.3341408912092447,2.7691368013620377,2.3486025109887123
136,136,3600,Serge Aurier,19,1619,2,1.475271712988615,3,3.719394445419312,15,17,0,0,D M,Tottenham,2,1.475271712988615,8.711731988936663,5.293095897883177
137,137,3635,Bernardo Silva,26,2080,2,3.59881341829896,6,4.823389740660787,28,27,5,0,F M S,Manchester City,2,3.59881341829896,17.112389797344804,10.653521364554765
138,138,4490,Semi Ajayi,33,2773,2,1.7337955124676228,0,0.510466268286109,13,7,3,1,D S,West Bromwich Albion,2,1.7337955124676228,4.6292767114937305,3.112332496792078
139,139,5584,Aaron Wan-Bissaka,34,3060,2,0.9324539508670568,4,2.547663254663348,7,31,3,0,D,Manchester United,2,0.9324539508670568,12.242122776806356,9.676274543628097
140,140,5613,Gabriel,22,1904,2,1.5506375255063176,0,0.0560959875583648,15,2,2,1,D S,Arsenal,2,1.5506375255063176,5.588360674679279,5.573927290737629
141,141,6027,Jairo Riedewald,33,1803,2,0.5630812272429466,0,0.8973613884299994,8,11,4,0,M S,Crystal Palace,2,0.5630812272429466,3.511384854093194,2.333950502797961
142,142,6049,Solly March,21,1684,2,1.7836019955575466,1,1.67881984077394,22,27,0,0,D M S,Brighton,2,1.7836019955575466,8.322110306471586,5.68054904974997
143,143,6063,Jacob Murphy,26,1611,2,1.4909526873379946,3,3.4334888719022274,30,19,3,0,D M S,Newcastle United,2,1.4909526873379946,8.043614191003144,4.10231579374522
144,144,6157,Timothy Castagne,27,2349,2,1.6002665907144549,3,2.306962532922625,8,21,1,0,D M,Leicester,2,1.6002665907144549,8.445917392149568,6.606226626783609
145,145,6456,Callum Hudson-Odoi,23,1048,2,1.3696892522275448,3,3.104141779243946,23,31,0,0,D F M S,Chelsea,2,1.3696892522275448,7.824358187615871,5.499199015088379
146,146,6482,Eddie Nketiah,17,405,2,2.022098697721958,1,0.7423548772931099,12,8,0,0,F S,Arsenal,2,2.022098697721958,2.0772803630679846,0.2205504924058914
147,147,6521,Yerry Mina,24,1941,2,1.749434195458889,0,0.0195989739149808,17,1,2,0,D S,Everton,2,1.749434195458889,4.3131408374756575,4.212718678638339
148,148,6756,Dwight McNeil,35,3002,2,1.0068534687161446,5,5.418880509212613,25,46,1,0,M S,Burnley,2,1.0068534687161446,6.874771924689412,3.606812437996268
149,149,7230,Emile Smith-Rowe,19,1382,2,1.5921600051224232,4,3.449013853445649,13,23,0,0,M S,Arsenal,2,1.5921600051224232,9.202460408210754,5.4549926072359085
150,150,7722,Trézéguet,21,1175,2,3.9790354687720537,1,2.147567750886082,35,13,0,0,F M S,Aston Villa,2,3.9790354687720537,7.027209060266614,1.9039327781647444
151,151,7726,Ezri Konsa Ngoyo,36,3192,2,3.291558614000678,0,0.0931766256690025,22,2,3,0,D S,Aston Villa,2,3.291558614000678,3.429550213739276,3.3819441627711058
152,152,7752,Gabriel Martinelli,13,577,2,3.2524504773318768,1,1.7456509061157703,20,9,0,0,F M S,Arsenal,2,3.2524504773318768,6.159719843417406,1.7565973456948996
153,153,7753,James Justin,23,2070,2,1.517483089119196,1,2.0591362714767456,9,19,4,0,D,Leicester,2,1.517483089119196,7.665663853287697,5.505036119371653
154,154,7991,Aaron Connolly,16,755,2,4.412463581189513,1,0.1498970314860344,22,5,0,0,F M S,Brighton,2,4.412463581189513,4.720931319519877,0.1912254281342029
155,155,8722,Ezgjan Alioski,36,2475,2,1.7466110391542315,3,3.332753329537809,25,28,7,0,D M S,Leeds,2,1.7466110391542315,13.47833998175338,9.686265880707651
156,156,8992,Hakim Ziyech,23,1182,2,1.9873138703405857,3,4.478449191898108,35,34,3,0,F M S,Chelsea,2,1.9873138703405857,7.660671561956406,3.691924286074936
157,157,9040,Conor Gallagher,30,2529,2,1.542326157912612,2,1.4182877968996763,29,21,11,0,M S,West Bromwich Albion,2,1.542326157912612,5.059539876878262,3.124785490334034
158,158,9205,Jayden Bogle,16,1109,2,1.9150196239352224,0,0.2085538413375616,17,4,2,0,D M S,Sheffield United,2,1.9150196239352224,2.668701134622097,1.365645308047533
159,159,76,Fabian Schär,18,1252,1,1.4605768583714962,0,0.0,12,0,4,1,D S,Newcastle United,0,0.699408020824194,0.9551226757466792,0.8735608421266079
160,160,204,Granit Xhaka,30,2447,1,0.711672673933208,2,1.3341607823967934,18,14,7,1,D M S,Arsenal,1,0.711672673933208,13.537367030978205,12.521643562242389
161,161,229,Thiago Alcántara,24,1865,1,1.2113061929121614,0,2.554921615868807,22,30,4,0,M S,Liverpool,1,1.2113061929121614,11.152549425140023,9.468282034620644
162,162,332,Joel Matip,10,701,1,0.7844753786921501,2,1.1802754700183868,5,3,2,0,D S,Liverpool,1,0.7844753786921501,4.383128449320793,4.383128449320793
163,163,486,Adam Lallana,29,1528,1,1.614305904135108,1,2.628757566213608,22,25,0,0,F M S,Brighton,1,1.614305904135108,9.719970118254423,5.874304872006178
164,164,492,Héctor Bellerín,25,2098,1,0.8602298125624657,2,2.1715124365873635,15,21,8,0,D S,Arsenal,1,0.8602298125624657,8.05989222228527,6.266995819285512
165,165,496,Mohamed Elneny,23,1540,1,0.4756157984957099,0,0.2569417227059603,9,4,3,0,M S,Arsenal,1,0.4756157984957099,5.1957609839737415,4.6511682495474815
